KO_ID	KO_name	KO_def
K00737	MGAT3	beta-1,4-mannosyl-glycoprotein beta-1,4-N-acetylglucosaminyltransferase
K00748	lpxB	lipid-A-disaccharide synthase
K00749	E2.4.1.183	alpha-1,3-glucan synthase
K00750	GYG1, GYG2	glycogenin
K00752	hasA	hyaluronan synthase
K00754	bshA	L-malate glycosyltransferase
K00756	pdp	pyrimidine-nucleoside phosphorylase
K00757	udp, UPP	uridine phosphorylase
K00758	deoA, TYMP	thymidine phosphorylase
K00759	APRT, apt	adenine phosphoribosyltransferase
K00760	hprT, hpt, HPRT1	hypoxanthine phosphoribosyltransferase
K00761	upp, UPRT	uracil phosphoribosyltransferase
K00762	pyrE	orotate phosphoribosyltransferase
K00763	pncB, NAPRT1	nicotinate phosphoribosyltransferase
K00764	purF, PPAT	amidophosphoribosyltransferase
K00765	hisG	ATP phosphoribosyltransferase
K00766	trpD	anthranilate phosphoribosyltransferase
K00767	nadC, QPRT	nicotinate-nucleotide pyrophosphorylase (carboxylating)
K00768	E2.4.2.21, cobU, cobT	nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
K00769	gpt	xanthine phosphoribosyltransferase
K00772	mtaP, MTAP	5'-methylthioadenosine phosphorylase
K00773	tgt, QTRT1	queuine tRNA-ribosyltransferase
K00782	lldG	L-lactate dehydrogenase complex protein LldG
K00783	rlmH	23S rRNA (pseudouridine1915-N3)-methyltransferase
K00784	rnz	ribonuclease Z
K00785	lst	beta-galactosamide-alpha-2,3-sialyltransferase
K00787	FDPS	farnesyl diphosphate synthase
K00788	thiE	thiamine-phosphate pyrophosphorylase
K00789	metK	S-adenosylmethionine synthetase
K00790	murA	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
K00791	miaA, TRIT1	tRNA dimethylallyltransferase
K00793	ribE, RIB5	riboflavin synthase
K00794	ribH, RIB4	6,7-dimethyl-8-ribityllumazine synthase
K00795	ispA	farnesyl diphosphate synthase
K00796	folP	dihydropteroate synthase
K00797	speE, SRM, SPE3	spermidine synthase
K00798	MMAB, pduO	cob(I)alamin adenosyltransferase
K00799	GST, gst	glutathione S-transferase
K00800	aroA	3-phosphoshikimate 1-carboxyvinyltransferase
K00801	FDFT1	farnesyl-diphosphate farnesyltransferase
K00803	AGPS, agpS	alkyldihydroxyacetonephosphate synthase
K00805	hepST	heptaprenyl diphosphate synthase
K00806	uppS	undecaprenyl diphosphate synthase
K00808	hss	homospermidine synthase
K00809	DHPS, dys	deoxyhypusine synthase
K00812	aspB	aspartate aminotransferase
K00813	aspC	aspartate aminotransferase
K00814	GPT, ALT	alanine transaminase
K00817	hisC	histidinol-phosphate aminotransferase
K00818	E2.6.1.11, argD	acetylornithine aminotransferase
K00819	rocD, OAT	ornithine--oxo-acid transaminase
K00820	glmS, GFPT	glutamine---fructose-6-phosphate transaminase (isomerizing)
K00821	argD	acetylornithine/N-succinyldiaminopimelate aminotransferase
K00822	E2.6.1.18	beta-alanine--pyruvate transaminase
K00823	puuE	4-aminobutyrate aminotransferase
K00824	dat	D-alanine transaminase
K00826	E2.6.1.42, ilvE	branched-chain amino acid aminotransferase
K00827	AGXT2	alanine-glyoxylate transaminase / (R)-3-amino-2-methylpropionate-pyruvate transaminase
K00830	AGXT	alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase
K00831	serC, PSAT1	phosphoserine aminotransferase
K00832	tyrB	aromatic-amino-acid transaminase
K00833	bioA	adenosylmethionine---8-amino-7-oxononanoate aminotransferase
K00835	avtA	valine--pyruvate aminotransferase
K00836	ectB, dat	diaminobutyrate-2-oxoglutarate transaminase
K00837	ISS1, VAS1	aromatic aminotransferase
K00838	ARO8	aromatic amino acid aminotransferase I / 2-aminoadipate transaminase
K00839	pucG	(S)-ureidoglycine---glyoxylate transaminase
K00844	HK	hexokinase
K00845	glk	glucokinase
K00846	KHK	ketohexokinase
K00847	E2.7.1.4, scrK	fructokinase
K00848	rhaB	rhamnulokinase
K00849	galK	galactokinase
K00850	pfkA, PFK	6-phosphofructokinase 1
K00851	E2.7.1.12, gntK, idnK	gluconokinase
K00852	rbsK, RBKS	ribokinase
K00853	araB	L-ribulokinase
K00854	xylB, XYLB	xylulokinase
K00855	PRK, prkB	phosphoribulokinase
K00856	E2.7.1.20, ADK	adenosine kinase
K00857	tdk, TK	thymidine kinase
K00858	ppnK, NADK	NAD+ kinase
K00859	coaE	dephospho-CoA kinase
K00860	cysC	adenylylsulfate kinase
K00862	eryA	erythritol kinase (D-erythritol 1-phosphate-forming)
K00863	DAK, TKFC	triose/dihydroxyacetone kinase / FAD-AMP lyase (cyclizing)
K00864	glpK, GK	glycerol kinase
K00865	glxK, garK	glycerate 2-kinase
K00866	CKI1	choline kinase
K00867	coaA	type I pantothenate kinase
K00868	pdxK, pdxY	pyridoxine kinase
K00869	E2.7.1.36, MVK, mvaK1	mevalonate kinase
K00872	thrB	homoserine kinase
K00873	PK, pyk	pyruvate kinase
K00874	kdgK	2-dehydro-3-deoxygluconokinase
K00875	rbtK	D-ribulokinase
K00876	udk, UCK	uridine kinase
K00878	thiM	hydroxyethylthiazole kinase
K00879	fucK	L-fuculokinase
K00880	lyxK	L-xylulokinase
K00882	fruK	1-phosphofructokinase
K00883	dgoK	2-dehydro-3-deoxygalactonokinase
K00886	ppgK	polyphosphate glucokinase
K00887	dgkA	undecaprenol kinase
K00888	PI4KA	phosphatidylinositol 4-kinase A
K00889	PIP5K	1-phosphatidylinositol-4-phosphate 5-kinase
K00891	aroK, aroL	shikimate kinase
K00894	ETNK, EKI	ethanolamine kinase
K00895	pfp, PFP	diphosphate-dependent phosphofructokinase
K00897	aphA	kanamycin kinase
K00898	PDK2_3_4	pyruvate dehydrogenase kinase 2/3/4
K00899	mtnK	5-methylthioribose kinase
K00900	E2.7.1.105, PFK	6-phosphofructo-2-kinase
K00902	DOLK	dolichol kinase
K00903	epsB	protein-tyrosine kinase
K00906	aceK	isocitrate dehydrogenase kinase/phosphatase
K00912	lpxK	tetraacyldisaccharide 4'-kinase
K00914	PIK3C3, VPS34	phosphatidylinositol 3-kinase
K00916	CTK1	CTD kinase subunit alpha
K00917	lacC	tagatose 6-phosphate kinase
K00918	pfkC	ADP-dependent phosphofructokinase/glucokinase
K00919	ispE	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
K00921	PIKFYVE, FAB1	1-phosphatidylinositol-3-phosphate 5-kinase
K00925	ackA	acetate kinase
K00926	arcC	carbamate kinase
K00927	PGK, pgk	phosphoglycerate kinase
K00928	lysC	aspartate kinase
K00930	argB	acetylglutamate kinase
K00931	proB	glutamate 5-kinase
K00936	pdtaS	two-component system, sensor histidine kinase PdtaS
K00937	ppk	polyphosphate kinase
K00938	E2.7.4.2, mvaK2	phosphomevalonate kinase
K00939	adk, AK	adenylate kinase
K00940	ndk, NME	nucleoside-diphosphate kinase
K00941	thiD	hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
K00942	E2.7.4.8, gmk	guanylate kinase
K00943	tmk, DTYMK	dTMP kinase
K00945	cmk	CMP/dCMP kinase
K00946	thiL	thiamine-monophosphate kinase
K00947	mosAB	molybdenum storage protein
K00948	PRPS, prsA	ribose-phosphate pyrophosphokinase
K00949	thiN, TPK1, THI80	thiamine pyrophosphokinase
K00950	folK	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase
K00951	relA	GTP pyrophosphokinase
K00952	nadM	nicotinamide-nucleotide adenylyltransferase
K00953	FLAD1	FAD synthetase
K00954	E2.7.7.3A, coaD, kdtB	pantetheine-phosphate adenylyltransferase
K00955	cysNC	bifunctional enzyme CysN/CysC
K00956	cysN	sulfate adenylyltransferase subunit 1
K00957	cysD	sulfate adenylyltransferase subunit 2
K00958	sat, met3	sulfate adenylyltransferase
K00962	pnp, PNPT1	polyribonucleotide nucleotidyltransferase
K00963	UGP2, galU, galF	UTP--glucose-1-phosphate uridylyltransferase
K00965	galT, GALT	UDPglucose--hexose-1-phosphate uridylyltransferase
K00966	GMPP	mannose-1-phosphate guanylyltransferase
K00968	PCYT1	choline-phosphate cytidylyltransferase
K00969	nadD	nicotinate-nucleotide adenylyltransferase
K00970	pcnB	poly(A) polymerase
K00971	manC, cpsB	mannose-1-phosphate guanylyltransferase
K00972	UAP1	UDP-N-acetylglucosamine/UDP-N-acetylgalactosamine diphosphorylase
K00973	rfbA, rmlA, rffH	glucose-1-phosphate thymidylyltransferase
K00974	cca	tRNA nucleotidyltransferase (CCA-adding enzyme)
K00975	glgC	glucose-1-phosphate adenylyltransferase
K00978	rfbF	glucose-1-phosphate cytidylyltransferase
K00979	kdsB	3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase)
K00980	tagD	glycerol-3-phosphate cytidylyltransferase
K00981	E2.7.7.41, CDS1, CDS2, cdsA	phosphatidate cytidylyltransferase
K00982	glnE	[glutamine synthetase] adenylyltransferase / [glutamine synthetase]-adenylyl-L-tyrosine phosphorylase
K00984	aadA	streptomycin 3"-adenylyltransferase
K00986	ltrA	RNA-directed DNA polymerase
K00987	CEG1	mRNA guanylyltransferase
K00988	APA1_2	sulfate adenylyltransferase (ADP) / ATP adenylyltransferase
K00989	rph	ribonuclease PH
K00990	glnD	[protein-PII] uridylyltransferase
K00991	ispD	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
K00992	murU	N-acetyl-alpha-D-muramate 1-phosphate uridylyltransferase
K00993	EPT1	ethanolaminephosphotransferase
K00995	pgsA, PGS1	CDP-diacylglycerol---glycerol-3-phosphate 3-phosphatidyltransferase
K00996	rfbP	undecaprenyl-phosphate galactose phosphotransferase
K00997	acpS	holo-[acyl-carrier protein] synthase
K00998	pssA	CDP-diacylglycerol---serine O-phosphatidyltransferase
K00999	CDIPT	CDP-diacylglycerol--inositol 3-phosphatidyltransferase
K01000	mraY	phospho-N-acetylmuramoyl-pentapeptide-transferase
K01001	ALG7	UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase
K01002	mdoB	phosphoglycerol transferase
K01003	bcpA	oxaloacetate decarboxylase
K01004	pcs	phosphatidylcholine synthase
K01005	tagT_U_V	polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase
K01006	ppdK	pyruvate, orthophosphate dikinase
K01007	pps, ppsA	pyruvate, water dikinase
K01008	selD, SEPHS	selenide, water dikinase
K01009	E2.7.7.103	L-glutamine-phosphate cytidylyltransferase
K01011	TST, MPST, sseA	thiosulfate/3-mercaptopyruvate sulfurtransferase
K01012	bioB	biotin synthase
K01021	TPST	protein-tyrosine sulfotransferase
K01023	assT	arylsulfate sulfotransferase
K01026	pct	propionate CoA-transferase
K01027	OXCT	3-oxoacid CoA-transferase
K01028	E2.8.3.5A, scoA	3-oxoacid CoA-transferase subunit A
K01029	E2.8.3.5B, scoB	3-oxoacid CoA-transferase subunit B
K01031	pcaI	3-oxoadipate CoA-transferase, alpha subunit
K01032	pcaJ	3-oxoadipate CoA-transferase, beta subunit
K01034	atoD	acetate CoA/acetoacetate CoA-transferase alpha subunit
K01035	atoA	acetate CoA/acetoacetate CoA-transferase beta subunit
K01039	gctA	glutaconate CoA-transferase, subunit A
K01040	gctB	glutaconate CoA-transferase, subunit B
K01042	selA	L-seryl-tRNA(Ser) seleniumtransferase
K01045	PON	arylesterase / paraoxonase
K01046	lip, TGL2	triacylglycerol lipase
K01047	PLA2G, SPLA2	secretory phospholipase A2
K01048	pldB	lysophospholipase
K01051	E3.1.1.11	pectinesterase
K01052	LIPA	lysosomal acid lipase/cholesteryl ester hydrolase
K01053	gnl, RGN	gluconolactonase
K01054	MGLL	acylglycerol lipase
K01055	pcaD	3-oxoadipate enol-lactonase
K01056	PTH1, pth, spoVC	peptidyl-tRNA hydrolase, PTH1 family
K01057	PGLS, pgl, devB	6-phosphogluconolactonase
K01058	pldA	phospholipase A1/A2
K01060	cah	cephalosporin-C deacetylase
K01061	E3.1.1.45	carboxymethylenebutenolidase
K01062	PLA2G7, PAFAH	platelet-activating factor acetylhydrolase
K01066	aes	acetyl esterase
K01068	ACOT1_2_4	acyl-coenzyme A thioesterase 1/2/4
K01069	gloB, gloC, HAGH	hydroxyacylglutathione hydrolase
K01070	frmB, ESD, fghA	S-formylglutathione hydrolase
K01071	MCH	medium-chain acyl-[acyl-carrier-protein] hydrolase
K01074	PPT	palmitoyl-protein thioesterase
K01075	E3.1.2.23	4-hydroxybenzoyl-CoA thioesterase
K01076	ABHD17	abhydrolase domain-containing protein 17
K01077	E3.1.3.1, phoA, phoB	alkaline phosphatase
K01078	PHO	acid phosphatase
K01079	serB, PSPH	phosphoserine phosphatase
K01081	E3.1.3.5	5'-nucleotidase
K01082	cysQ, MET22, BPNT1	3'(2'), 5'-bisphosphate nucleotidase
K01083	E3.1.3.8	3-phytase
K01086	fbp-SEBP	fructose-1,6-bisphosphatase I / sedoheptulose-1,7-bisphosphatase
K01087	otsB	trehalose 6-phosphate phosphatase
K01089	hisB	imidazoleglycerol-phosphate dehydratase / histidinol-phosphatase
K01091	gph	phosphoglycolate phosphatase
K01092	E3.1.3.25, IMPA, suhB	myo-inositol-1(or 4)-monophosphatase
K01093	appA	4-phytase / acid phosphatase
K01094	GEP4	phosphatidylglycerophosphatase GEP4
K01095	pgpA	phosphatidylglycerophosphatase A
K01096	pgpB	phosphatidylglycerophosphatase B
K01098	CET1	polynucleotide 5'-triphosphatase
K01099	INPP5B_F	inositol polyphosphate 5-phosphatase INPP5B/F
K01101	E3.1.3.41	4-nitrophenyl phosphatase
K01102	PDP	pyruvate dehydrogenase phosphatase
K01104	E3.1.3.48	protein-tyrosine phosphatase
K01113	phoD	alkaline phosphatase D
K01114	plc	phospholipase C
K01115	PLD1_2	phospholipase D1/2
K01118	acpD, azoR	FMN-dependent NADH-azoreductase
K01119	cpdB	2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase
K01120	cpdP	3',5'-cyclic-nucleotide phosphodiesterase
K01126	E3.1.4.46, glpQ, ugpQ	glycerophosphoryl diester phosphodiesterase
K01127	GPLD1	glycosylphosphatidylinositol phospholipase D
K01129	dgt	dGTPase
K01130	E3.1.6.1	arylsulfatase
K01133	betC	choline-sulfatase
K01134	ARSA	arylsulfatase A
K01135	ARSB	arylsulfatase B
K01136	IDS	iduronate 2-sulfatase
K01137	GNS	N-acetylglucosamine-6-sulfatase
K01138	K01138	uncharacterized sulfatase
K01139	spoT	GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase
K01141	sbcB, exoI	exodeoxyribonuclease I
K01142	E3.1.11.2, xthA	exodeoxyribonuclease III
K01143	E3.1.11.3	exodeoxyribonuclease (lambda-induced)
K01144	E3.1.11.5	exodeoxyribonuclease V
K01146	xni	protein Xni
K01147	rnb	exoribonuclease II
K01148	PARN, PNLDC1	poly(A)-specific ribonuclease
K01150	endA	deoxyribonuclease I
K01151	nfo	deoxyribonuclease IV
K01153	hsdR	type I restriction enzyme, R subunit
K01154	hsdS	type I restriction enzyme, S subunit
K01155	E3.1.21.4	type II restriction enzyme
K01156	res	type III restriction enzyme
K01158	DNASE2	deoxyribonuclease II
K01159	ruvC	crossover junction endodeoxyribonuclease RuvC
K01160	rusA	crossover junction endodeoxyribonuclease RusA
K01163	K01163	uncharacterized protein
K01164	POP1	ribonuclease P/MRP protein subunit POP1
K01166	RNASET2	ribonuclease T2
K01167	rnaSA	ribonuclease T1
K01170	endA	tRNA-intron endonuclease, archaea type
K01173	ENDOG	endonuclease G, mitochondrial
K01174	nuc	micrococcal nuclease
K01175	ybfF	esterase
K01176	AMY, amyA, malS	alpha-amylase
K01178	SGA1	glucoamylase
K01179	E3.2.1.4	endoglucanase
K01180	E3.2.1.6	endo-1,3(4)-beta-glucanase
K01181	E3.2.1.8, xynA	endo-1,4-beta-xylanase
K01182	IMA, malL	oligo-1,6-glucosidase
K01183	E3.2.1.14	chitinase
K01185	E3.2.1.17	lysozyme
K01186	NEU1	sialidase-1
K01187	malZ	alpha-glucosidase
K01190	lacZ	beta-galactosidase
K01191	MAN2C1	alpha-mannosidase
K01192	E3.2.1.25, MANBA, manB	beta-mannosidase
K01193	INV, sacA	beta-fructofuranosidase
K01194	TREH, treA, treF	alpha,alpha-trehalase
K01195	uidA, GUSB	beta-glucuronidase
K01196	AGL	glycogen debranching enzyme
K01197	hya	hyaluronoglucosaminidase
K01198	xynB	xylan 1,4-beta-xylosidase
K01199	EGLC	glucan endo-1,3-beta-D-glucosidase
K01200	pulA	pullulanase
K01201	GBA, srfJ	glucosylceramidase
K01202	GALC	galactosylceramidase
K01205	NAGLU	alpha-N-acetylglucosaminidase
K01206	FUCA	alpha-L-fucosidase
K01207	nagZ	beta-N-acetylhexosaminidase
K01208	cd, ma, nplT	cyclomaltodextrinase / maltogenic alpha-amylase / neopullulanase
K01209	abfA	alpha-L-arabinofuranosidase
K01210	E3.2.1.58	glucan 1,3-beta-glucosidase
K01214	ISA, treX	isoamylase
K01216	E3.2.1.73	licheninase
K01218	gmuG	mannan endo-1,4-beta-mannosidase
K01222	E3.2.1.86A, celF	6-phospho-beta-glucosidase
K01223	E3.2.1.86B, bglA	6-phospho-beta-glucosidase
K01224	E3.2.1.89	arabinogalactan endo-1,4-beta-galactosidase
K01228	MOGS	mannosyl-oligosaccharide glucosidase
K01230	MAN1A_C, MNS1_2	mannosyl-oligosaccharide alpha-1,2-mannosidase
K01233	csn	chitosanase
K01235	aguA	alpha-glucuronidase
K01236	treZ, glgZ	maltooligosyltrehalose trehalohydrolase
K01238	SUN	SUN family beta-glucosidase
K01239	iunH	purine nucleosidase
K01240	URH1	uridine nucleosidase
K01241	amn	AMP nucleosidase
K01243	mtnN, mtn, pfs	adenosylhomocysteine nucleosidase
K01244	MTN	5'-methylthioadenosine nucleosidase
K01246	tag	DNA-3-methyladenine glycosylase I
K01247	alkA	DNA-3-methyladenine glycosylase II
K01250	rihA	pyrimidine-specific ribonucleoside hydrolase
K01251	E3.3.1.1, ahcY	adenosylhomocysteinase
K01252	entB, dhbB, vibB, mxcF	bifunctional isochorismate lyase / aryl carrier protein
K01254	LTA4H	leukotriene-A4 hydrolase
K01255	CARP, pepA	leucyl aminopeptidase
K01256	pepN	aminopeptidase N
K01258	pepT	tripeptide aminopeptidase
K01259	pip	proline iminopeptidase
K01262	pepP	Xaa-Pro aminopeptidase
K01263	E3.4.11.14	cytosol alanyl aminopeptidase
K01265	map	methionyl aminopeptidase
K01266	dmpA, dap	D-aminopeptidase
K01267	DNPEP	aspartyl aminopeptidase
K01268	LAP4	aminopeptidase I
K01270	pepD	dipeptidase D
K01271	pepQ	Xaa-Pro dipeptidase
K01273	DPEP	membrane dipeptidase
K01277	DPP3	dipeptidyl-peptidase III
K01278	DPP4, CD26	dipeptidyl-peptidase 4
K01279	TPP1, CLN2	tripeptidyl-peptidase I
K01280	TPP2	tripeptidyl-peptidase II
K01281	pepX	X-Pro dipeptidyl-peptidase
K01282	DAP2	dipeptidyl aminopeptidase B
K01283	ACE, CD143	peptidyl-dipeptidase A
K01284	dcp	peptidyl-dipeptidase Dcp
K01286	E3.4.16.4	D-alanyl-D-alanine carboxypeptidase
K01288	KEX1	carboxypeptidase D
K01293	E3.4.17.4	Gly-Xaa carboxypeptidase
K01295	cpg	glutamate carboxypeptidase
K01297	ldcA	muramoyltetrapeptide carboxypeptidase
K01299	E3.4.17.19	carboxypeptidase Taq
K01301	NAALAD	N-acetylated-alpha-linked acidic dipeptidase
K01302	CPQ	carboxypeptidase Q
K01303	APEH	acylaminoacyl-peptidase
K01304	pcp	pyroglutamyl-peptidase
K01305	iadA	beta-aspartyl-dipeptidase (metallo-type)
K01309	MINDY1_2	ubiquitin carboxyl-terminal hydrolase MINDY-1/2
K01312	PRSS1_2_3	trypsin
K01318	sspA	glutamyl endopeptidase
K01322	PREP	prolyl oligopeptidase
K01336	E3.4.21.48	cerevisin
K01337	E3.4.21.50	lysyl endopeptidase
K01338	lon	ATP-dependent Lon protease
K01339	KLK16	g-renin
K01341	KEX2	kexin
K01342	aprE	subtilisin
K01354	ptrB	oligopeptidase B
K01356	lexA	repressor LexA
K01358	clpP, CLPP	ATP-dependent Clp protease, protease subunit
K01372	BLMH, pepC	bleomycin hydrolase
K01381	PEP4	saccharopepsin
K01386	E3.4.23.23	mucorpepsin
K01392	THOP1	thimet oligopeptidase
K01400	nprE	bacillolysin
K01406	prtC	serralysin
K01408	IDE, ide	insulysin
K01409	KAE1, tsaD, QRI7	N6-L-threonylcarbamoyladenine synthase
K01414	prlC	oligopeptidase A
K01416	snpA	snapalysin
K01417	MEP	extracellular elastinolytic metalloproteinase
K01419	hslV, clpQ	ATP-dependent HslUV protease, peptidase subunit HslV
K01420	fnr	CRP/FNR family transcriptional regulator, anaerobic regulatory protein
K01421	yhgE	putative membrane protein
K01423	bepA	beta-barrel assembly-enhancing protease
K01424	E3.5.1.1, ansA, ansB	L-asparaginase
K01425	glsA, GLS	glutaminase
K01426	E3.5.1.4, amiE	amidase
K01427	URE	urease
K01428	ureC	urease subunit alpha
K01429	ureB	urease subunit beta
K01430	ureA	urease subunit gamma
K01431	UPB1, pydC	beta-ureidopropionase
K01432	AFMID	arylformamidase
K01433	purU	formyltetrahydrofolate deformylase
K01434	pac	penicillin G amidase
K01436	yhaA	amidohydrolase
K01438	argE	acetylornithine deacetylase
K01439	dapE	succinyl-diaminopimelate desuccinylase
K01442	cbh	choloylglycine hydrolase
K01443	nagA, AMDHD2	N-acetylglucosamine-6-phosphate deacetylase
K01444	AGA, aspG	N4-(beta-N-acetylglucosaminyl)-L-asparaginase
K01447	xlyAB	N-acetylmuramoyl-L-alanine amidase
K01448	amiABC	N-acetylmuramoyl-L-alanine amidase
K01449	cwlJ, sleB	N-acetylmuramoyl-L-alanine amidase
K01451	hipO	hippurate hydrolase
K01455	E3.5.1.49	formamidase
K01456	E3.5.1.52, NGLY1, PNG1	peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase
K01457	atzF	allophanate hydrolase
K01458	hutG	N-formylglutamate deformylase
K01459	E3.5.1.77	N-carbamoyl-D-amino-acid hydrolase
K01460	gsp	glutathionylspermidine amidase/synthetase
K01462	PDF, def	peptide deformylase
K01463	bshB1	N-acetylglucosamine malate deacetylase 1
K01464	DPYS, dht, hydA	dihydropyrimidinase
K01465	URA4, pyrC	dihydroorotase
K01466	allB	allantoinase
K01467	ampC	beta-lactamase class C
K01468	hutI, AMDHD1	imidazolonepropionase
K01469	OPLAH, OXP1, oplAH	5-oxoprolinase (ATP-hydrolysing)
K01470	E3.5.2.10	creatinine amidohydrolase
K01471	nylA	6-aminohexanoate-cyclic-dimer hydrolase
K01473	hyuA	N-methylhydantoinase A
K01474	hyuB	N-methylhydantoinase B
K01475	E3.5.2.20	isatin hydrolase
K01476	E3.5.3.1, rocF, arg	arginase
K01477	alc, ALLC	allantoicase
K01478	arcA	arginine deiminase
K01479	hutG	formiminoglutamase
K01480	speB	agmatinase
K01481	E3.5.3.15	protein-arginine deiminase
K01482	DDAH, ddaH	dimethylargininase
K01483	allA	ureidoglycolate lyase
K01484	astB	succinylarginine dihydrolase
K01485	codA	cytosine/creatinine deaminase
K01486	ade	adenine deaminase
K01487	E3.5.4.3, guaD	guanine deaminase
K01488	add, ADA	adenosine deaminase
K01489	cdd, CDA	cytidine deaminase
K01490	AMPD	AMP deaminase
K01491	folD	methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase
